"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Day","Data.Quality","Max.Temp...C.","Max.Temp.Flag","Min.Temp...C.","Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Heat.Deg.Days...C.","Heat.Deg.Days.Flag","Cool.Deg.Days...C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag","q","level"
"2506",-122.51,53.03,"QUESNEL",1096629,2017-11-10,2017,11,10,NA,0.4,"",-2.8,"",-1.2,"",19.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.80","1.692"
"2507",-122.51,53.03,"QUESNEL",1096629,2017-11-11,2017,11,11,NA,4.4,"",-4.2,"",0.1,"",17.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.76","1.679"
"2508",-122.51,53.03,"QUESNEL",1096629,2017-11-12,2017,11,12,NA,6.7,"",-0.6,"",3.1,"",14.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.71","1.682"
"2509",-122.51,53.03,"QUESNEL",1096629,2017-11-13,2017,11,13,NA,2.9,"",-2.5,"",0.2,"",17.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.66","1.675"
"2510",-122.51,53.03,"QUESNEL",1096629,2017-11-14,2017,11,14,NA,7.3,"",-2.9,"",2.2,"",15.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","43","","1.62","1.663"
"2511",-122.51,53.03,"QUESNEL",1096629,2017-11-15,2017,11,15,NA,8.1,"",-6.3,"",0.9,"",17.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","52","","1.57","1.644"
"2512",-122.51,53.03,"QUESNEL",1096629,2017-11-16,2017,11,16,NA,-6.2,"",-9,"",-7.6,"",25.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,31,"","32","","1.53","1.632"
"2513",-122.51,53.03,"QUESNEL",1096629,2017-11-17,2017,11,17,NA,-1.3,"",-9.8,"",-5.6,"",23.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.48","1.623"
"2514",-122.51,53.03,"QUESNEL",1096629,2017-11-18,2017,11,18,NA,5.5,"",-7.2,"",-0.9,"",18.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","43","","1.44","1.611"
"2515",-122.51,53.03,"QUESNEL",1096629,2017-11-19,2017,11,19,NA,6.6,"",-4.7,"",0.9,"",17.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,18,"","41","","1.39","1.602"
"2516",-122.51,53.03,"QUESNEL",1096629,2017-11-20,2017,11,20,NA,1.5,"",-5.5,"",-2,"",20,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.35","1.588"
"2517",-122.51,53.03,"QUESNEL",1096629,2017-11-21,2017,11,21,NA,-0.8,"",-4.5,"",-2.6,"",20.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.30","1.583"
"2518",-122.51,53.03,"QUESNEL",1096629,2017-11-22,2017,11,22,NA,8.1,"",-3.5,"",2.3,"",15.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.25","1.586"
"2519",-122.51,53.03,"QUESNEL",1096629,2017-11-23,2017,11,23,NA,9.2,"",0.8,"",5,"",13,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,17,"","37","","1.21","1.600"
"2520",-122.51,53.03,"QUESNEL",1096629,2017-11-24,2017,11,24,NA,7.4,"",-2.2,"",2.6,"",15.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","33","","1.16","1.604"
"2521",-122.51,53.03,"QUESNEL",1096629,2017-11-25,2017,11,25,NA,9.4,"",-0.9,"",4.3,"",13.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","52","","1.12","1.608"
"2522",-122.51,53.03,"QUESNEL",1096629,2017-11-26,2017,11,26,NA,12,"",3.3,"",7.7,"",10.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","52","","1.07","1.608"
"2523",-122.51,53.03,"QUESNEL",1096629,2017-11-27,2017,11,27,NA,5.4,"",-1.6,"",1.9,"",16.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","1.03","1.606"
"2524",-122.51,53.03,"QUESNEL",1096629,2017-11-28,2017,11,28,NA,5.3,"",0.2,"",2.8,"",15.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,18,"","52","","0.983","1.606"
"2525",-122.51,53.03,"QUESNEL",1096629,2017-11-29,2017,11,29,NA,5.9,"",-4,"",1,"",17,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,12,"","39","","0.938","1.603"
"2526",-122.51,53.03,"QUESNEL",1096629,2017-11-30,2017,11,30,NA,5.8,"",-3.3,"",1.3,"",16.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.916","1.594"
"2527",-122.51,53.03,"QUESNEL",1096629,2017-12-01,2017,12,1,NA,4.7,"",-3.5,"",0.6,"",17.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.913","1.584"
"2528",-122.51,53.03,"QUESNEL",1096629,2017-12-02,2017,12,2,NA,-2,"",-8.4,"",-5.2,"",23.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.909","1.581"
"2529",-122.51,53.03,"QUESNEL",1096629,2017-12-03,2017,12,3,NA,-3.9,"",-8.3,"",-6.1,"",24.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.906","1.554"
"2530",-122.51,53.03,"QUESNEL",1096629,2017-12-04,2017,12,4,NA,-1.8,"",-7.5,"",-4.7,"",22.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.903","1.587"
"2531",-122.51,53.03,"QUESNEL",1096629,2017-12-05,2017,12,5,NA,0.3,"",-8.7,"",-4.2,"",22.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.899","1.627"
"2532",-122.51,53.03,"QUESNEL",1096629,2017-12-06,2017,12,6,NA,0.9,"",-6.5,"",-2.8,"",20.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,17,"","33","","0.896","1.637"
"2533",-122.51,53.03,"QUESNEL",1096629,2017-12-07,2017,12,7,NA,0.4,"",-0.5,"",0,"",18,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,17,"","33","","0.893","1.596"
"2534",-122.51,53.03,"QUESNEL",1096629,2017-12-08,2017,12,8,NA,0.2,"",-2.4,"",-1.1,"",19.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","41","","0.890","1.545"
"2535",-122.51,53.03,"QUESNEL",1096629,2017-12-09,2017,12,9,NA,1.5,"",-3.1,"",-0.8,"",18.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","37","","0.886","1.547"
"2536",-122.51,53.03,"QUESNEL",1096629,2017-12-10,2017,12,10,NA,3.6,"",-5.4,"",-0.9,"",18.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","41","","0.883","1.556"
"2537",-122.51,53.03,"QUESNEL",1096629,2017-12-11,2017,12,11,NA,4.8,"",-4.8,"",0,"",18,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","33","","0.880","1.560"
"2538",-122.51,53.03,"QUESNEL",1096629,2017-12-12,2017,12,12,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.877","1.556"
"2539",-122.51,53.03,"QUESNEL",1096629,2017-12-13,2017,12,13,NA,3.4,"",-3.3,"",0.1,"",17.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.874","1.540"
"2540",-122.51,53.03,"QUESNEL",1096629,2017-12-14,2017,12,14,NA,3.5,"",-1.8,"",0.8,"",17.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","35","","0.871","1.540"
"2541",-122.51,53.03,"QUESNEL",1096629,2017-12-15,2017,12,15,NA,2.4,"",-4.9,"",-1.3,"",19.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.869","1.545"
"2542",-122.51,53.03,"QUESNEL",1096629,2017-12-16,2017,12,16,NA,0.2,"",-6.8,"",-3.3,"",21.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","39","","0.866","1.557"
"2543",-122.51,53.03,"QUESNEL",1096629,2017-12-17,2017,12,17,NA,1,"",-1.4,"",-0.2,"",18.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","35","","0.863","1.553"
"2544",-122.51,53.03,"QUESNEL",1096629,2017-12-18,2017,12,18,NA,-1.4,"",-10.9,"",-6.2,"",24.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.860","1.540"
"2545",-122.51,53.03,"QUESNEL",1096629,2017-12-19,2017,12,19,NA,-4.4,"",-9.5,"",-7,"",25,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","46","","0.857","1.549"
"2546",-122.51,53.03,"QUESNEL",1096629,2017-12-20,2017,12,20,NA,-7.5,"",-19.4,"",-13.4,"",31.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","44","","0.855","1.602"
"2547",-122.51,53.03,"QUESNEL",1096629,2017-12-21,2017,12,21,NA,-5.2,"",-14.3,"",-9.8,"",27.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,34,"","33","","0.852","1.673"
"2548",-122.51,53.03,"QUESNEL",1096629,2017-12-22,2017,12,22,NA,-7.9,"",-22.3,"",-15.1,"",33.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,34,"","33","","0.850","1.699"
"2549",-122.51,53.03,"QUESNEL",1096629,2017-12-23,2017,12,23,NA,-14.3,"",-23.7,"",-19,"",37,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.847","1.708"
"2550",-122.51,53.03,"QUESNEL",1096629,2017-12-24,2017,12,24,NA,-18,"",-27.2,"",-22.6,"",40.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.845","1.717"
"2551",-122.51,53.03,"QUESNEL",1096629,2017-12-25,2017,12,25,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.842","1.713"
"2552",-122.51,53.03,"QUESNEL",1096629,2017-12-26,2017,12,26,NA,-15.3,"",-27.3,"",-21.3,"",39.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.840","1.686"
"2553",-122.51,53.03,"QUESNEL",1096629,2017-12-27,2017,12,27,NA,-15.3,"",-27.6,"",-21.5,"",39.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","32","","0.837","1.656"
"2554",-122.51,53.03,"QUESNEL",1096629,2017-12-28,2017,12,28,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.835","1.618"
"2555",-122.51,53.03,"QUESNEL",1096629,2017-12-29,2017,12,29,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.833","1.599"
"2556",-122.51,53.03,"QUESNEL",1096629,2017-12-30,2017,12,30,NA,-17,"",-27,"",-22,"",40,"",0,"",NA,"M",NA,"M",0,"",NA,NA,33,"","44","","0.831","1.566"
"2557",-122.51,53.03,"QUESNEL",1096629,2017-12-31,2017,12,31,NA,-13.4,"",-25.5,"",-19.4,"",37.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.828","1.547"
"2558",-122.51,53.03,"QUESNEL",1096629,2018-01-01,2018,1,1,NA,-7.9,"",-21.5,"",-14.7,"",32.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","35","","0.826","1.536"
"2559",-122.51,53.03,"QUESNEL",1096629,2018-01-02,2018,1,2,NA,-11,"",-20,"",-15.5,"",33.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.824","1.525"
"2560",-122.51,53.03,"QUESNEL",1096629,2018-01-03,2018,1,3,NA,-8.4,"",-18,"",-13.2,"",31.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.822","1.523"
"2561",-122.51,53.03,"QUESNEL",1096629,2018-01-04,2018,1,4,NA,-9.1,"",-17.7,"",-13.4,"",31.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.821","1.529"
"2562",-122.51,53.03,"QUESNEL",1096629,2018-01-05,2018,1,5,NA,0.4,"",-10.9,"",-5.3,"",23.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.821","1.544"
"2563",-122.51,53.03,"QUESNEL",1096629,2018-01-06,2018,1,6,NA,1.1,"",-0.5,"",0.3,"",17.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.821","1.561"
"2564",-122.51,53.03,"QUESNEL",1096629,2018-01-07,2018,1,7,NA,2.5,"",-2,"",0.3,"",17.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.578"
"2565",-122.51,53.03,"QUESNEL",1096629,2018-01-08,2018,1,8,NA,2.5,"",-2.7,"",-0.1,"",18.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.592"
"2566",-122.51,53.03,"QUESNEL",1096629,2018-01-09,2018,1,9,NA,1,"",-13.7,"",-6.3,"",24.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","44","","0.820","1.601"
"2567",-122.51,53.03,"QUESNEL",1096629,2018-01-10,2018,1,10,NA,-13.7,"",-25.4,"",-19.5,"",37.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","37","","0.820","1.606"
"2568",-122.51,53.03,"QUESNEL",1096629,2018-01-11,2018,1,11,NA,-18.9,"",-28.8,"",-23.9,"",41.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.620"
"2569",-122.51,53.03,"QUESNEL",1096629,2018-01-12,2018,1,12,NA,-15.5,"",-26.8,"",-21.1,"",39.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.639"
"2570",-122.51,53.03,"QUESNEL",1096629,2018-01-13,2018,1,13,NA,-4.2,"",-15.6,"",-9.9,"",27.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.646"
"2571",-122.51,53.03,"QUESNEL",1096629,2018-01-14,2018,1,14,NA,-0.5,"",-7.7,"",-4.1,"",22.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.820","1.632"
"2572",-122.51,53.03,"QUESNEL",1096629,2018-01-15,2018,1,15,NA,1.1,"",-7.3,"",-3.1,"",21.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.819","1.618"
"2573",-122.51,53.03,"QUESNEL",1096629,2018-01-16,2018,1,16,NA,2.6,"",-6,"",-1.7,"",19.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.819","1.615"
"2574",-122.51,53.03,"QUESNEL",1096629,2018-01-17,2018,1,17,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.819","1.620"
"2575",-122.51,53.03,"QUESNEL",1096629,2018-01-18,2018,1,18,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.819","1.631"
"2576",-122.51,53.03,"QUESNEL",1096629,2018-01-19,2018,1,19,NA,4.3,"",-5.9,"",-0.8,"",18.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.819","1.642"
"2577",-122.51,53.03,"QUESNEL",1096629,2018-01-20,2018,1,20,NA,4.8,"",-3.3,"",0.8,"",17.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","52","","0.819","1.642"
"2578",-122.51,53.03,"QUESNEL",1096629,2018-01-21,2018,1,21,NA,7.8,"",-2.6,"",2.6,"",15.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,17,"","69","","0.819","1.638"
"2579",-122.51,53.03,"QUESNEL",1096629,2018-01-22,2018,1,22,NA,2.2,"",-6.2,"",-2,"",20,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.819","1.636"
"2580",-122.51,53.03,"QUESNEL",1096629,2018-01-23,2018,1,23,NA,2.5,"",-9.4,"",-3.5,"",21.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","39","","0.818","1.624"
"2581",-122.51,53.03,"QUESNEL",1096629,2018-01-24,2018,1,24,NA,3.8,"",-6,"",-1.1,"",19.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.818","1.616"
"2582",-122.51,53.03,"QUESNEL",1096629,2018-01-25,2018,1,25,NA,3.9,"",-8.1,"",-2.1,"",20.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.818","1.614"
"2583",-122.51,53.03,"QUESNEL",1096629,2018-01-26,2018,1,26,NA,-1.9,"",-9.8,"",-5.9,"",23.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.818","1.604"
"2584",-122.51,53.03,"QUESNEL",1096629,2018-01-27,2018,1,27,NA,-4.6,"",-11.9,"",-8.3,"",26.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","35","","0.818","1.598"
"2585",-122.51,53.03,"QUESNEL",1096629,2018-01-28,2018,1,28,NA,-6.4,"",-13.9,"",-10.2,"",28.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.818","1.587"
"2586",-122.51,53.03,"QUESNEL",1096629,2018-01-29,2018,1,29,NA,7.6,"",-7.8,"",-0.1,"",18.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","67","","0.818","1.592"
"2587",-122.51,53.03,"QUESNEL",1096629,2018-01-30,2018,1,30,NA,0.9,"",-5.3,"",-2.2,"",20.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","0.818","1.639"
"2588",-122.51,53.03,"QUESNEL",1096629,2018-01-31,2018,1,31,NA,0.6,"",-10.3,"",-4.9,"",22.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.650"
"2589",-122.51,53.03,"QUESNEL",1096629,2018-02-01,2018,2,1,NA,-4.2,"",-12.3,"",-8.3,"",26.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.628"
"2590",-122.51,53.03,"QUESNEL",1096629,2018-02-02,2018,2,2,NA,3.9,"",-4.4,"",-0.3,"",18.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","33","","0.817","1.615"
"2591",-122.51,53.03,"QUESNEL",1096629,2018-02-03,2018,2,3,NA,1.6,"",-14.9,"",-6.7,"",24.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,1,"","48","","0.817","1.607"
"2592",-122.51,53.03,"QUESNEL",1096629,2018-02-04,2018,2,4,NA,-13.1,"",-14.7,"",-13.9,"",31.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.593"
"2593",-122.51,53.03,"QUESNEL",1096629,2018-02-05,2018,2,5,NA,-12.4,"",-23.4,"",-17.9,"",35.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.582"
"2594",-122.51,53.03,"QUESNEL",1096629,2018-02-06,2018,2,6,NA,-6.8,"",-12.5,"",-9.7,"",27.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.615"
"2595",-122.51,53.03,"QUESNEL",1096629,2018-02-07,2018,2,7,NA,-4.4,"",-6.9,"",-5.7,"",23.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.817","1.552"
"2596",-122.51,53.03,"QUESNEL",1096629,2018-02-08,2018,2,8,NA,-4.7,"",-11.6,"",-8.2,"",26.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,32,"","44","","0.816","1.576"
"2597",-122.51,53.03,"QUESNEL",1096629,2018-02-09,2018,2,9,NA,-11.4,"",-28.8,"",-20.1,"",38.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.816","1.691"
"2598",-122.51,53.03,"QUESNEL",1096629,2018-02-10,2018,2,10,NA,-11.2,"",-29.1,"",-20.1,"",38.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.816","1.761"
"2599",-122.51,53.03,"QUESNEL",1096629,2018-02-11,2018,2,11,NA,-6.8,"",-26.3,"",-16.6,"",34.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,31,"","37","","0.816","1.826"
"2600",-122.51,53.03,"QUESNEL",1096629,2018-02-12,2018,2,12,NA,-6.4,"",-28.1,"",-17.3,"",35.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.816","1.862"
"2601",-122.51,53.03,"QUESNEL",1096629,2018-02-13,2018,2,13,NA,-0.9,"",-9.8,"",-5.4,"",23.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","50","","0.816","1.916"
"2602",-122.51,53.03,"QUESNEL",1096629,2018-02-14,2018,2,14,NA,-0.7,"",-11.9,"",-6.3,"",24.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,32,"","43","","0.816","1.970"
"2603",-122.51,53.03,"QUESNEL",1096629,2018-02-15,2018,2,15,NA,-4.4,"",-22,"",-13.2,"",31.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.816","1.993"
"2604",-122.51,53.03,"QUESNEL",1096629,2018-02-16,2018,2,16,NA,0.3,"",-9.8,"",-4.8,"",22.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,35,"","39","","0.815","2.017"
"2605",-122.51,53.03,"QUESNEL",1096629,2018-02-17,2018,2,17,NA,-3.2,"",-11.4,"",-7.3,"",25.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,36,"","57","","0.815","2.074"
"2606",-122.51,53.03,"QUESNEL",1096629,2018-02-18,2018,2,18,NA,-7.1,"",-17,"",-12.1,"",30.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","44","","0.815","2.079"
"2607",-122.51,53.03,"QUESNEL",1096629,2018-02-19,2018,2,19,NA,-10.7,"",-28.1,"",-19.4,"",37.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.815","2.019"
"2608",-122.51,53.03,"QUESNEL",1096629,2018-02-20,2018,2,20,NA,-9,"",-29.8,"",-19.4,"",37.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.815","1.960"
"2609",-122.51,53.03,"QUESNEL",1096629,2018-02-21,2018,2,21,NA,-9.8,"",-23.9,"",-16.9,"",34.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.815","1.926"
"2610",-122.51,53.03,"QUESNEL",1096629,2018-02-22,2018,2,22,NA,-5.2,"",-22.2,"",-13.7,"",31.7,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.815","1.892"
"2611",-122.51,53.03,"QUESNEL",1096629,2018-02-23,2018,2,23,NA,-4.8,"",-15.3,"",-10.1,"",28.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,15,"","46","","0.815","1.881"
"2612",-122.51,53.03,"QUESNEL",1096629,2018-02-24,2018,2,24,NA,0.4,"",-8.4,"",-4,"",22,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","33","","0.815","1.892"
"2613",-122.51,53.03,"QUESNEL",1096629,2018-02-25,2018,2,25,NA,2,"",-7.6,"",-2.8,"",20.8,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","39","","0.814","1.905"
"2614",-122.51,53.03,"QUESNEL",1096629,2018-02-26,2018,2,26,NA,3.3,"",-18.3,"",-7.5,"",25.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,16,"","35","","0.814","1.906"
"2615",-122.51,53.03,"QUESNEL",1096629,2018-02-27,2018,2,27,NA,4.8,"",-7,"",-1.1,"",19.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,17,"","39","","0.814","1.912"
"2616",-122.51,53.03,"QUESNEL",1096629,2018-02-28,2018,2,28,NA,1.8,"",-7.1,"",-2.6,"",20.6,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,14,"","41","","0.814","1.912"
"2617",-122.51,53.03,"QUESNEL",1096629,2018-03-01,2018,3,1,NA,6,"",-2.7,"",1.6,"",16.4,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,32,"","39","","0.814","1.912"
"2618",-122.51,53.03,"QUESNEL",1096629,2018-03-02,2018,3,2,NA,-2.7,"",-9.4,"",-6.1,"",24.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,32,"","41","","0.814","1.920"
"2619",-122.51,53.03,"QUESNEL",1096629,2018-03-03,2018,3,3,NA,-8.9,"",-18.9,"",-13.9,"",31.9,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,33,"","39","","0.813","1.896"
"2620",-122.51,53.03,"QUESNEL",1096629,2018-03-04,2018,3,4,NA,-4.8,"",-17.8,"",-11.3,"",29.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.813","1.877"
"2621",-122.51,53.03,"QUESNEL",1096629,2018-03-05,2018,3,5,NA,-4.7,"",-19.8,"",-12.3,"",30.3,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.813","1.864"
"2622",-122.51,53.03,"QUESNEL",1096629,2018-03-06,2018,3,6,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","","0.813","1.835"
"2623",-122.51,53.03,"QUESNEL",1096629,2018-03-07,2018,3,7,NA,2.5,"",-11.5,"",-4.5,"",22.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.812","1.832"
"2624",-122.51,53.03,"QUESNEL",1096629,2018-03-08,2018,3,8,NA,-0.2,"",-12.9,"",-6.5,"",24.5,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.812","1.834"
"2625",-122.51,53.03,"QUESNEL",1096629,2018-03-09,2018,3,9,NA,3.3,"",-13.6,"",-5.2,"",23.2,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,34,"","33","","0.812","1.815"
"2626",-122.51,53.03,"QUESNEL",1096629,2018-03-10,2018,3,10,NA,5.4,"",-15.7,"",-5.1,"",23.1,"",0,"",NA,"M",NA,"M",NA,"M",NA,NA,NA,"","<31","","0.811","1.804"
